member_id,unit,plan,monthly_fee,month,is_delinquent,recognized_revenue
M102950,University,Basic,99.9,2025-08-01,0,99.9
M102953,East,Plus,139.9,2025-08-01,0,139.9
M102954,Downtown,Plus,139.9,2025-08-01,0,139.9
M102955,East,Basic,99.9,2025-08-01,0,99.9
M102957,University,Premium,189.9,2025-08-01,0,189.9
M102959,North,Plus,139.9,2025-08-01,1,0.0
M102960,West,Premium,189.9,2025-08-01,0,189.9
M102961,Downtown,Plus,139.9,2025-08-01,0,139.9
M102962,West,Plus,139.9,2025-08-01,0,139.9
M102964,East,Plus,139.9,2025-08-01,0,139.9
M102966,West,Basic,99.9,2025-08-01,0,99.9
M102967,South,Plus,139.9,2025-08-01,0,139.9
M102969,Downtown,Plus,139.9,2025-08-01,0,139.9
M102970,East,Plus,139.9,2025-08-01,0,139.9
M102972,East,Basic,99.9,2025-08-01,0,99.9
M102973,University,Premium,189.9,2025-08-01,0,189.9
M102974,West,Plus,139.9,2025-08-01,0,139.9
M102975,Downtown,Premium,189.9,2025-08-01,0,189.9
M102979,University,Basic,99.9,2025-08-01,0,99.9
M102983,West,Plus,139.9,2025-08-01,1,0.0
M102984,East,Basic,99.9,2025-08-01,0,99.9
M102985,North,Plus,139.9,2025-08-01,0,139.9
M102986,Downtown,Basic,99.9,2025-08-01,0,99.9
M102988,South,Plus,139.9,2025-08-01,0,139.9
M102989,North,Plus,139.9,2025-08-01,0,139.9
M102991,University,Premium,189.9,2025-08-01,0,189.9
M102993,University,Plus,139.9,2025-08-01,0,139.9
M102994,South,Plus,139.9,2025-08-01,0,139.9
M102996,Downtown,Plus,139.9,2025-08-01,0,139.9
M103000,Downtown,Basic,99.9,2025-08-01,0,99.9
M103001,South,Plus,139.9,2025-08-01,0,139.9
M103002,West,Plus,139.9,2025-08-01,0,139.9
M103006,University,Basic,99.9,2025-08-01,0,99.9
M103007,North,Premium,189.9,2025-08-01,0,189.9
M103008,University,Basic,99.9,2025-08-01,0,99.9
M103009,South,Basic,99.9,2025-08-01,0,99.9
M103010,North,Basic,99.9,2025-08-01,0,99.9
M103013,West,Basic,99.9,2025-08-01,0,99.9
M103015,Downtown,Premium,189.9,2025-08-01,0,189.9
M103016,Downtown,Plus,139.9,2025-08-01,0,139.9
M103018,South,Basic,99.9,2025-08-01,0,99.9
M103019,West,Plus,139.9,2025-08-01,0,139.9
M103021,West,Plus,139.9,2025-08-01,0,139.9
M103023,West,Basic,99.9,2025-08-01,0,99.9
M103024,University,Plus,139.9,2025-08-01,0,139.9
M103026,Downtown,Premium,189.9,2025-08-01,0,189.9
M103027,North,Basic,99.9,2025-08-01,0,99.9
M103029,South,Premium,189.9,2025-08-01,0,189.9
M103030,South,Basic,99.9,2025-08-01,0,99.9
M103031,East,Basic,99.9,2025-08-01,0,99.9
M103032,West,Plus,139.9,2025-08-01,0,139.9
M103035,East,Plus,139.9,2025-08-01,0,139.9
M103036,North,Basic,99.9,2025-08-01,0,99.9
M103037,West,Premium,189.9,2025-08-01,0,189.9
M103038,North,Premium,189.9,2025-08-01,0,189.9
M103039,Downtown,Basic,99.9,2025-08-01,0,99.9
M103041,Downtown,Basic,99.9,2025-08-01,0,99.9
M103042,West,Basic,99.9,2025-08-01,0,99.9
M103043,North,Basic,99.9,2025-08-01,1,0.0
M103045,North,Basic,99.9,2025-08-01,0,99.9
M103046,Downtown,Premium,189.9,2025-08-01,0,189.9
M103049,South,Basic,99.9,2025-08-01,0,99.9
M103052,University,Basic,99.9,2025-08-01,0,99.9
M103054,Downtown,Plus,139.9,2025-08-01,0,139.9
M103056,North,Premium,189.9,2025-08-01,0,189.9
M103057,West,Basic,99.9,2025-08-01,0,99.9
M103059,North,Basic,99.9,2025-08-01,0,99.9
M103061,Downtown,Plus,139.9,2025-08-01,0,139.9
M103062,South,Basic,99.9,2025-08-01,0,99.9
M103063,University,Premium,189.9,2025-08-01,0,189.9
M103064,South,Plus,139.9,2025-08-01,0,139.9
M103065,South,Plus,139.9,2025-08-01,0,139.9
M103066,East,Plus,139.9,2025-08-01,0,139.9
M103067,West,Premium,189.9,2025-08-01,0,189.9
M103070,University,Plus,139.9,2025-08-01,0,139.9
M103072,North,Basic,99.9,2025-08-01,0,99.9
M103073,South,Basic,99.9,2025-08-01,0,99.9
M103074,University,Premium,189.9,2025-08-01,0,189.9
M103075,West,Plus,139.9,2025-08-01,0,139.9
M103078,West,Basic,99.9,2025-08-01,0,99.9
M103081,East,Premium,189.9,2025-08-01,0,189.9
M103083,Downtown,Plus,139.9,2025-08-01,0,139.9
M103084,East,Basic,99.9,2025-08-01,0,99.9
M103085,South,Plus,139.9,2025-08-01,0,139.9
M103086,University,Plus,139.9,2025-08-01,0,139.9
M103087,University,Basic,99.9,2025-08-01,0,99.9
M103088,East,Basic,99.9,2025-08-01,0,99.9
M103089,West,Basic,99.9,2025-08-01,0,99.9
M103090,North,Basic,99.9,2025-08-01,0,99.9
M103091,East,Basic,99.9,2025-08-01,0,99.9
M103092,South,Plus,139.9,2025-08-01,0,139.9
M103093,South,Plus,139.9,2025-08-01,0,139.9
M103096,University,Plus,139.9,2025-08-01,0,139.9
M103097,Downtown,Plus,139.9,2025-08-01,0,139.9
M103099,Downtown,Plus,139.9,2025-08-01,0,139.9
M103101,East,Basic,99.9,2025-08-01,0,99.9
M103105,University,Basic,99.9,2025-08-01,0,99.9
M103106,East,Plus,139.9,2025-08-01,0,139.9
M103108,West,Basic,99.9,2025-08-01,0,99.9
M103110,South,Premium,189.9,2025-08-01,0,189.9
M103112,North,Premium,189.9,2025-08-01,0,189.9
M103114,Downtown,Plus,139.9,2025-08-01,0,139.9
M103115,South,Plus,139.9,2025-08-01,0,139.9
M103116,University,Basic,99.9,2025-08-01,0,99.9
M103117,North,Plus,139.9,2025-08-01,0,139.9
M103118,South,Plus,139.9,2025-08-01,0,139.9
M103120,University,Basic,99.9,2025-08-01,0,99.9
M103121,University,Premium,189.9,2025-08-01,0,189.9
M103122,North,Basic,99.9,2025-08-01,0,99.9
M103123,North,Basic,99.9,2025-08-01,0,99.9
M103125,Downtown,Basic,99.9,2025-08-01,0,99.9
M103127,Downtown,Basic,99.9,2025-08-01,1,0.0
M103128,West,Plus,139.9,2025-08-01,0,139.9
M103129,South,Plus,139.9,2025-08-01,0,139.9
M103131,West,Premium,189.9,2025-08-01,0,189.9
M103133,University,Basic,99.9,2025-08-01,0,99.9
M103134,Downtown,Basic,99.9,2025-08-01,0,99.9
M103137,North,Premium,189.9,2025-08-01,0,189.9
M103139,Downtown,Premium,189.9,2025-08-01,0,189.9
M103140,University,Premium,189.9,2025-08-01,0,189.9
M103141,South,Basic,99.9,2025-08-01,0,99.9
M103142,West,Premium,189.9,2025-08-01,1,0.0
M103143,West,Plus,139.9,2025-08-01,0,139.9
M103145,West,Premium,189.9,2025-08-01,0,189.9
M103146,Downtown,Basic,99.9,2025-08-01,0,99.9
M103148,East,Basic,99.9,2025-08-01,0,99.9
M103149,North,Basic,99.9,2025-08-01,0,99.9
M103152,West,Basic,99.9,2025-08-01,0,99.9
M103153,South,Basic,99.9,2025-08-01,0,99.9
M103154,South,Plus,139.9,2025-08-01,0,139.9
M103155,Downtown,Plus,139.9,2025-08-01,0,139.9
M103156,Downtown,Basic,99.9,2025-08-01,0,99.9
M103157,North,Premium,189.9,2025-08-01,0,189.9
M103158,South,Premium,189.9,2025-08-01,0,189.9
M103159,University,Basic,99.9,2025-08-01,0,99.9
M103168,Downtown,Plus,139.9,2025-08-01,0,139.9
M103169,North,Plus,139.9,2025-08-01,0,139.9
M103170,North,Basic,99.9,2025-08-01,0,99.9
M103171,East,Basic,99.9,2025-08-01,0,99.9
M103174,Downtown,Plus,139.9,2025-08-01,0,139.9
M103175,Downtown,Basic,99.9,2025-08-01,0,99.9
M103177,University,Premium,189.9,2025-08-01,0,189.9
M103178,South,Basic,99.9,2025-08-01,0,99.9
M103179,West,Basic,99.9,2025-08-01,0,99.9
M103181,South,Premium,189.9,2025-08-01,0,189.9
M103183,North,Plus,139.9,2025-08-01,0,139.9
M103184,West,Plus,139.9,2025-08-01,0,139.9
M103185,East,Premium,189.9,2025-08-01,0,189.9
M103187,East,Plus,139.9,2025-08-01,0,139.9
M103188,Downtown,Basic,99.9,2025-08-01,0,99.9
M103191,North,Plus,139.9,2025-08-01,0,139.9
M103192,University,Basic,99.9,2025-08-01,0,99.9
M103193,Downtown,Basic,99.9,2025-08-01,0,99.9
M103197,North,Premium,189.9,2025-08-01,0,189.9
M103198,East,Basic,99.9,2025-08-01,0,99.9
M103200,University,Plus,139.9,2025-08-01,0,139.9
M103201,North,Premium,189.9,2025-08-01,0,189.9
M103202,West,Plus,139.9,2025-08-01,0,139.9
M103203,South,Basic,99.9,2025-08-01,0,99.9
M103206,East,Plus,139.9,2025-08-01,0,139.9
M103208,North,Plus,139.9,2025-08-01,1,0.0
M103210,South,Premium,189.9,2025-08-01,0,189.9
M103211,North,Plus,139.9,2025-08-01,0,139.9
M103213,East,Plus,139.9,2025-08-01,0,139.9
M103216,University,Basic,99.9,2025-08-01,0,99.9
M103218,North,Premium,189.9,2025-08-01,0,189.9
M103219,East,Basic,99.9,2025-08-01,0,99.9
M103220,Downtown,Premium,189.9,2025-08-01,0,189.9
M103221,East,Plus,139.9,2025-08-01,0,139.9
M103223,East,Basic,99.9,2025-08-01,0,99.9
M103224,East,Basic,99.9,2025-08-01,0,99.9
M103225,Downtown,Plus,139.9,2025-08-01,0,139.9
M103226,Downtown,Basic,99.9,2025-08-01,0,99.9
M103228,University,Basic,99.9,2025-08-01,0,99.9
M103229,North,Basic,99.9,2025-08-01,0,99.9
M103231,West,Basic,99.9,2025-08-01,0,99.9
M103232,North,Premium,189.9,2025-08-01,0,189.9
M103233,University,Plus,139.9,2025-08-01,0,139.9
M103234,University,Basic,99.9,2025-08-01,0,99.9
M103236,University,Basic,99.9,2025-08-01,0,99.9
M103238,Downtown,Premium,189.9,2025-08-01,0,189.9
M103240,Downtown,Basic,99.9,2025-08-01,0,99.9
M103242,West,Basic,99.9,2025-08-01,1,0.0
M103243,East,Premium,189.9,2025-08-01,0,189.9
M103244,South,Premium,189.9,2025-08-01,0,189.9
M103245,West,Premium,189.9,2025-08-01,0,189.9
M103246,West,Premium,189.9,2025-08-01,0,189.9
M103248,University,Premium,189.9,2025-08-01,0,189.9
M103250,East,Basic,99.9,2025-08-01,0,99.9
M103252,North,Basic,99.9,2025-08-01,0,99.9
M103253,Downtown,Basic,99.9,2025-08-01,0,99.9
M103255,West,Premium,189.9,2025-08-01,0,189.9
M103256,East,Basic,99.9,2025-08-01,0,99.9
M103257,University,Plus,139.9,2025-08-01,0,139.9
M103260,Downtown,Plus,139.9,2025-08-01,0,139.9
M103262,West,Basic,99.9,2025-08-01,0,99.9
M103263,Downtown,Basic,99.9,2025-08-01,0,99.9
M103264,East,Plus,139.9,2025-08-01,0,139.9
M103267,Downtown,Premium,189.9,2025-08-01,0,189.9
M103268,South,Plus,139.9,2025-08-01,0,139.9
M103270,East,Basic,99.9,2025-08-01,0,99.9
M103271,North,Plus,139.9,2025-08-01,0,139.9
M103273,University,Premium,189.9,2025-08-01,0,189.9
M103275,Downtown,Plus,139.9,2025-08-01,0,139.9
M103276,West,Plus,139.9,2025-08-01,0,139.9
M103277,South,Premium,189.9,2025-08-01,0,189.9
M103278,South,Plus,139.9,2025-08-01,0,139.9
M103280,Downtown,Plus,139.9,2025-08-01,0,139.9
M103281,Downtown,Plus,139.9,2025-08-01,0,139.9
M103282,Downtown,Basic,99.9,2025-08-01,0,99.9
M103285,Downtown,Plus,139.9,2025-08-01,0,139.9
M103286,East,Plus,139.9,2025-08-01,0,139.9
M103287,North,Plus,139.9,2025-08-01,0,139.9
M103289,Downtown,Plus,139.9,2025-08-01,0,139.9
M103290,University,Basic,99.9,2025-08-01,0,99.9
M103291,North,Plus,139.9,2025-08-01,0,139.9
M103292,East,Basic,99.9,2025-08-01,0,99.9
M103293,South,Basic,99.9,2025-08-01,0,99.9
M103294,South,Basic,99.9,2025-08-01,0,99.9
M103296,West,Basic,99.9,2025-08-01,0,99.9
M103298,East,Plus,139.9,2025-08-01,0,139.9
M103299,Downtown,Plus,139.9,2025-08-01,0,139.9
M103300,South,Basic,99.9,2025-08-01,0,99.9
M103301,East,Premium,189.9,2025-08-01,0,189.9
M103303,East,Plus,139.9,2025-08-01,0,139.9
M103305,West,Plus,139.9,2025-08-01,0,139.9
M103309,West,Plus,139.9,2025-08-01,0,139.9
M103310,West,Plus,139.9,2025-08-01,0,139.9
M103311,University,Basic,99.9,2025-08-01,0,99.9
M103312,East,Plus,139.9,2025-08-01,0,139.9
M103313,South,Premium,189.9,2025-08-01,0,189.9
M103314,University,Premium,189.9,2025-08-01,0,189.9
M103316,North,Plus,139.9,2025-08-01,0,139.9
M103318,North,Plus,139.9,2025-08-01,0,139.9
M103320,Downtown,Plus,139.9,2025-08-01,0,139.9
M103321,South,Basic,99.9,2025-08-01,0,99.9
M103323,University,Basic,99.9,2025-08-01,0,99.9
M103324,North,Plus,139.9,2025-08-01,0,139.9
M103325,Downtown,Basic,99.9,2025-08-01,0,99.9
M103327,West,Plus,139.9,2025-08-01,0,139.9
M103329,South,Plus,139.9,2025-08-01,0,139.9
M103330,West,Basic,99.9,2025-08-01,0,99.9
M103331,North,Basic,99.9,2025-08-01,0,99.9
M103334,South,Premium,189.9,2025-08-01,0,189.9
M103336,West,Plus,139.9,2025-08-01,0,139.9
M103339,East,Basic,99.9,2025-08-01,0,99.9
M103341,North,Plus,139.9,2025-08-01,0,139.9
M103342,East,Plus,139.9,2025-08-01,0,139.9
M103346,South,Premium,189.9,2025-08-01,0,189.9
M103347,University,Basic,99.9,2025-08-01,0,99.9
M103348,North,Plus,139.9,2025-08-01,0,139.9
M103349,Downtown,Basic,99.9,2025-08-01,0,99.9
M103350,Downtown,Plus,139.9,2025-08-01,0,139.9
M103353,North,Basic,99.9,2025-08-01,0,99.9
M103354,West,Premium,189.9,2025-08-01,0,189.9
M103355,West,Plus,139.9,2025-08-01,0,139.9
M103356,North,Premium,189.9,2025-08-01,0,189.9
M103357,South,Plus,139.9,2025-08-01,0,139.9
M103358,South,Premium,189.9,2025-08-01,0,189.9
M103360,North,Plus,139.9,2025-08-01,0,139.9
M103362,West,Basic,99.9,2025-08-01,0,99.9
M103363,Downtown,Premium,189.9,2025-08-01,0,189.9
M103365,University,Premium,189.9,2025-08-01,0,189.9
M103367,South,Plus,139.9,2025-08-01,0,139.9
M103368,North,Basic,99.9,2025-08-01,0,99.9
M103370,University,Plus,139.9,2025-08-01,0,139.9
M103371,North,Premium,189.9,2025-08-01,0,189.9
M103372,North,Plus,139.9,2025-08-01,0,139.9
M103374,West,Basic,99.9,2025-08-01,0,99.9
M103375,North,Basic,99.9,2025-08-01,1,0.0
M103376,East,Premium,189.9,2025-08-01,0,189.9
M103378,East,Basic,99.9,2025-08-01,0,99.9
M103379,University,Premium,189.9,2025-08-01,0,189.9
M103380,South,Basic,99.9,2025-08-01,0,99.9
M103384,South,Plus,139.9,2025-08-01,0,139.9
M103386,Downtown,Basic,99.9,2025-08-01,0,99.9
M103390,West,Plus,139.9,2025-08-01,0,139.9
M103391,West,Plus,139.9,2025-08-01,0,139.9
M103392,Downtown,Basic,99.9,2025-08-01,0,99.9
M103393,Downtown,Plus,139.9,2025-08-01,0,139.9
M103395,South,Plus,139.9,2025-08-01,0,139.9
M103396,West,Premium,189.9,2025-08-01,0,189.9
M103399,West,Premium,189.9,2025-08-01,0,189.9
M103400,North,Basic,99.9,2025-08-01,0,99.9
M103401,East,Basic,99.9,2025-08-01,0,99.9
M103402,South,Basic,99.9,2025-08-01,0,99.9
M103403,West,Basic,99.9,2025-08-01,0,99.9
M103404,South,Plus,139.9,2025-08-01,0,139.9
M103406,West,Premium,189.9,2025-08-01,0,189.9
M103407,University,Plus,139.9,2025-08-01,0,139.9
M103409,South,Plus,139.9,2025-08-01,0,139.9
M103413,West,Basic,99.9,2025-08-01,0,99.9
M103414,East,Basic,99.9,2025-08-01,0,99.9
M103415,West,Basic,99.9,2025-08-01,0,99.9
M103418,South,Plus,139.9,2025-08-01,0,139.9
M103419,University,Premium,189.9,2025-08-01,0,189.9
M103420,University,Plus,139.9,2025-08-01,0,139.9
M103422,Downtown,Basic,99.9,2025-08-01,0,99.9
M103423,North,Plus,139.9,2025-08-01,0,139.9
M103426,West,Premium,189.9,2025-08-01,0,189.9
M103429,University,Plus,139.9,2025-08-01,0,139.9
M103430,East,Plus,139.9,2025-08-01,0,139.9
M103433,South,Plus,139.9,2025-08-01,1,0.0
M103436,South,Plus,139.9,2025-08-01,0,139.9
M103440,University,Premium,189.9,2025-08-01,0,189.9
M103441,North,Basic,99.9,2025-08-01,0,99.9
M103442,North,Basic,99.9,2025-08-01,0,99.9
M103443,East,Premium,189.9,2025-08-01,0,189.9
M103444,East,Plus,139.9,2025-08-01,1,0.0
M103445,South,Plus,139.9,2025-08-01,0,139.9
M103449,University,Plus,139.9,2025-08-01,0,139.9
M103450,North,Basic,99.9,2025-08-01,0,99.9
M103452,University,Premium,189.9,2025-08-01,0,189.9
M103453,Downtown,Plus,139.9,2025-08-01,0,139.9
M103455,Downtown,Plus,139.9,2025-08-01,0,139.9
M103458,Downtown,Plus,139.9,2025-08-01,0,139.9
M103460,University,Plus,139.9,2025-08-01,0,139.9
M103462,Downtown,Basic,99.9,2025-08-01,0,99.9
M103463,West,Plus,139.9,2025-08-01,0,139.9
M103466,North,Plus,139.9,2025-08-01,0,139.9
M103469,East,Plus,139.9,2025-08-01,0,139.9
M103470,East,Plus,139.9,2025-08-01,0,139.9
M103475,South,Basic,99.9,2025-08-01,0,99.9
M103477,East,Plus,139.9,2025-08-01,0,139.9
M103478,West,Plus,139.9,2025-08-01,1,0.0
M103480,University,Premium,189.9,2025-08-01,0,189.9
M103484,North,Basic,99.9,2025-08-01,0,99.9
M103485,West,Premium,189.9,2025-08-01,0,189.9
M103486,East,Plus,139.9,2025-08-01,0,139.9
M103488,University,Premium,189.9,2025-08-01,0,189.9
M103490,East,Plus,139.9,2025-08-01,0,139.9
M103491,South,Premium,189.9,2025-08-01,0,189.9
M103492,Downtown,Basic,99.9,2025-08-01,0,99.9
M103493,West,Basic,99.9,2025-08-01,0,99.9
M103494,West,Basic,99.9,2025-08-01,0,99.9
M103495,University,Basic,99.9,2025-08-01,0,99.9
M103497,South,Plus,139.9,2025-08-01,0,139.9
M103501,University,Basic,99.9,2025-08-01,0,99.9
M103503,East,Basic,99.9,2025-08-01,0,99.9
M103507,Downtown,Premium,189.9,2025-08-01,0,189.9
M103508,South,Premium,189.9,2025-08-01,0,189.9
M103509,West,Basic,99.9,2025-08-01,0,99.9
M103511,South,Basic,99.9,2025-08-01,0,99.9
M103512,North,Plus,139.9,2025-08-01,1,0.0
M103513,Downtown,Plus,139.9,2025-08-01,0,139.9
M103517,East,Basic,99.9,2025-08-01,0,99.9
M103519,West,Basic,99.9,2025-08-01,0,99.9
M103520,East,Premium,189.9,2025-08-01,0,189.9
M103522,West,Plus,139.9,2025-08-01,0,139.9
M103523,East,Plus,139.9,2025-08-01,1,0.0
M103525,South,Premium,189.9,2025-08-01,0,189.9
M103526,West,Basic,99.9,2025-08-01,0,99.9
M103527,West,Plus,139.9,2025-08-01,0,139.9
M103531,North,Premium,189.9,2025-08-01,0,189.9
M103532,West,Premium,189.9,2025-08-01,1,0.0
M103535,South,Plus,139.9,2025-08-01,0,139.9
M103536,South,Plus,139.9,2025-08-01,0,139.9
M103537,University,Premium,189.9,2025-08-01,0,189.9
M103538,East,Plus,139.9,2025-08-01,0,139.9
M103539,University,Premium,189.9,2025-08-01,0,189.9
M103540,East,Premium,189.9,2025-08-01,0,189.9
M103541,University,Plus,139.9,2025-08-01,0,139.9
M103543,West,Premium,189.9,2025-08-01,0,189.9
M103545,East,Plus,139.9,2025-08-01,0,139.9
M103547,South,Basic,99.9,2025-08-01,0,99.9
M103548,University,Plus,139.9,2025-08-01,0,139.9
M103549,Downtown,Basic,99.9,2025-08-01,0,99.9
M103550,University,Premium,189.9,2025-08-01,0,189.9
M103552,North,Basic,99.9,2025-08-01,0,99.9
M103555,Downtown,Premium,189.9,2025-08-01,0,189.9
M103556,University,Plus,139.9,2025-08-01,0,139.9
M103558,South,Premium,189.9,2025-08-01,0,189.9
M103559,University,Premium,189.9,2025-08-01,0,189.9
M103562,University,Basic,99.9,2025-08-01,0,99.9
M103564,North,Plus,139.9,2025-08-01,0,139.9
M103565,East,Plus,139.9,2025-08-01,0,139.9
M103567,West,Basic,99.9,2025-08-01,0,99.9
M103568,Downtown,Plus,139.9,2025-08-01,1,0.0
M103571,South,Plus,139.9,2025-08-01,0,139.9
M103572,Downtown,Plus,139.9,2025-08-01,0,139.9
M103573,University,Basic,99.9,2025-08-01,0,99.9
M103574,Downtown,Basic,99.9,2025-08-01,0,99.9
M103575,North,Basic,99.9,2025-08-01,0,99.9
M103578,East,Basic,99.9,2025-08-01,0,99.9
M103579,Downtown,Plus,139.9,2025-08-01,0,139.9
M103580,University,Premium,189.9,2025-08-01,0,189.9
M103581,University,Basic,99.9,2025-08-01,1,0.0
M103583,North,Premium,189.9,2025-08-01,0,189.9
M103584,North,Basic,99.9,2025-08-01,0,99.9
M103585,North,Plus,139.9,2025-08-01,0,139.9
M103587,East,Plus,139.9,2025-08-01,0,139.9
M103588,University,Basic,99.9,2025-08-01,0,99.9
M103590,East,Basic,99.9,2025-08-01,0,99.9
M103591,East,Basic,99.9,2025-08-01,0,99.9
M103592,University,Plus,139.9,2025-08-01,0,139.9
M103593,East,Basic,99.9,2025-08-01,0,99.9
M103594,North,Basic,99.9,2025-08-01,0,99.9
M103595,North,Plus,139.9,2025-08-01,0,139.9
M103596,Downtown,Basic,99.9,2025-08-01,0,99.9
M103597,South,Plus,139.9,2025-08-01,0,139.9
M103598,East,Premium,189.9,2025-08-01,0,189.9
M103599,North,Premium,189.9,2025-08-01,0,189.9
M103600,East,Plus,139.9,2025-08-01,0,139.9
M103601,North,Premium,189.9,2025-08-01,0,189.9
M103604,North,Plus,139.9,2025-08-01,1,0.0
M103606,South,Premium,189.9,2025-08-01,1,0.0
M103612,South,Plus,139.9,2025-08-01,0,139.9
M103615,South,Plus,139.9,2025-08-01,0,139.9
M103616,West,Plus,139.9,2025-08-01,0,139.9
M103618,Downtown,Basic,99.9,2025-08-01,0,99.9
M103619,South,Plus,139.9,2025-08-01,0,139.9
M103620,West,Premium,189.9,2025-08-01,0,189.9
M103622,East,Plus,139.9,2025-08-01,0,139.9
M103623,University,Plus,139.9,2025-08-01,0,139.9
M103624,North,Basic,99.9,2025-08-01,0,99.9
M103625,North,Plus,139.9,2025-08-01,0,139.9
M103627,North,Plus,139.9,2025-08-01,0,139.9
M103628,Downtown,Plus,139.9,2025-08-01,0,139.9
M103629,South,Plus,139.9,2025-08-01,0,139.9
M103630,Downtown,Basic,99.9,2025-08-01,0,99.9
M103632,Downtown,Premium,189.9,2025-08-01,1,0.0
M103633,North,Premium,189.9,2025-08-01,0,189.9
M103637,University,Basic,99.9,2025-08-01,0,99.9
M103639,Downtown,Basic,99.9,2025-08-01,0,99.9
M103640,East,Plus,139.9,2025-08-01,0,139.9
M103642,North,Basic,99.9,2025-08-01,0,99.9
M103643,North,Plus,139.9,2025-08-01,0,139.9
M103644,University,Basic,99.9,2025-08-01,0,99.9
M103648,University,Plus,139.9,2025-08-01,0,139.9
M103651,East,Basic,99.9,2025-08-01,0,99.9
M103652,University,Basic,99.9,2025-08-01,0,99.9
M103653,South,Basic,99.9,2025-08-01,0,99.9
M103656,West,Basic,99.9,2025-08-01,0,99.9
M103657,South,Plus,139.9,2025-08-01,0,139.9
M103660,North,Basic,99.9,2025-08-01,0,99.9
M103663,West,Plus,139.9,2025-08-01,0,139.9
M103664,South,Plus,139.9,2025-08-01,0,139.9
M103667,University,Plus,139.9,2025-08-01,0,139.9
M103668,East,Basic,99.9,2025-08-01,0,99.9
M103669,North,Premium,189.9,2025-08-01,0,189.9
M103670,University,Premium,189.9,2025-08-01,0,189.9
M103674,North,Basic,99.9,2025-08-01,0,99.9
M103675,Downtown,Plus,139.9,2025-08-01,0,139.9
M103676,South,Basic,99.9,2025-08-01,0,99.9
M103677,South,Basic,99.9,2025-08-01,1,0.0
M103678,North,Premium,189.9,2025-08-01,0,189.9
M103679,South,Basic,99.9,2025-08-01,0,99.9
M103682,South,Basic,99.9,2025-08-01,0,99.9
M103683,South,Basic,99.9,2025-08-01,0,99.9
M103684,West,Basic,99.9,2025-08-01,0,99.9
M103685,Downtown,Premium,189.9,2025-08-01,0,189.9
M103686,West,Basic,99.9,2025-08-01,0,99.9
M103687,University,Basic,99.9,2025-08-01,0,99.9
M103690,South,Premium,189.9,2025-08-01,0,189.9
M103693,West,Basic,99.9,2025-08-01,0,99.9
M103694,Downtown,Basic,99.9,2025-08-01,0,99.9
M103695,East,Basic,99.9,2025-08-01,0,99.9
M103698,East,Plus,139.9,2025-08-01,0,139.9
M103703,South,Basic,99.9,2025-08-01,0,99.9
M103704,University,Basic,99.9,2025-08-01,0,99.9
M103706,Downtown,Premium,189.9,2025-08-01,0,189.9
M103708,University,Basic,99.9,2025-08-01,0,99.9
M103710,Downtown,Premium,189.9,2025-08-01,0,189.9
M103713,Downtown,Plus,139.9,2025-08-01,0,139.9
M103714,North,Basic,99.9,2025-08-01,0,99.9
M103717,South,Plus,139.9,2025-08-01,0,139.9
M103719,University,Plus,139.9,2025-08-01,0,139.9
M103720,Downtown,Plus,139.9,2025-08-01,0,139.9
M103721,University,Basic,99.9,2025-08-01,0,99.9
M103726,University,Basic,99.9,2025-08-01,0,99.9
M103728,University,Basic,99.9,2025-08-01,0,99.9
M103729,University,Plus,139.9,2025-08-01,0,139.9
M103732,East,Basic,99.9,2025-08-01,0,99.9
M103733,West,Premium,189.9,2025-08-01,0,189.9
M103734,West,Basic,99.9,2025-08-01,0,99.9
M103736,Downtown,Basic,99.9,2025-08-01,0,99.9
M103739,South,Plus,139.9,2025-08-01,0,139.9
M103742,North,Premium,189.9,2025-08-01,0,189.9
M103743,North,Plus,139.9,2025-08-01,0,139.9
M103744,North,Premium,189.9,2025-08-01,0,189.9
M103746,Downtown,Plus,139.9,2025-08-01,0,139.9
M103747,East,Basic,99.9,2025-08-01,0,99.9
M103749,Downtown,Premium,189.9,2025-08-01,0,189.9
M103750,East,Plus,139.9,2025-08-01,0,139.9
M103751,North,Basic,99.9,2025-08-01,0,99.9
M103758,South,Premium,189.9,2025-08-01,0,189.9
M103759,North,Premium,189.9,2025-08-01,0,189.9
M103761,East,Premium,189.9,2025-08-01,0,189.9
M103762,Downtown,Plus,139.9,2025-08-01,0,139.9
M103765,University,Premium,189.9,2025-08-01,0,189.9
M103767,University,Premium,189.9,2025-08-01,0,189.9
M103768,West,Premium,189.9,2025-08-01,0,189.9
M103769,South,Premium,189.9,2025-08-01,0,189.9
M103770,Downtown,Plus,139.9,2025-08-01,0,139.9
M103773,Downtown,Plus,139.9,2025-08-01,0,139.9
M103774,Downtown,Premium,189.9,2025-08-01,0,189.9
M103775,Downtown,Basic,99.9,2025-08-01,0,99.9
M103776,West,Plus,139.9,2025-08-01,0,139.9
M103777,Downtown,Plus,139.9,2025-08-01,0,139.9
M103779,North,Plus,139.9,2025-08-01,0,139.9
M103780,West,Basic,99.9,2025-08-01,0,99.9
M103782,University,Plus,139.9,2025-08-01,0,139.9
M103783,North,Plus,139.9,2025-08-01,0,139.9
M103785,East,Plus,139.9,2025-08-01,0,139.9
M103786,South,Basic,99.9,2025-08-01,0,99.9
M103787,South,Basic,99.9,2025-08-01,0,99.9
M103789,Downtown,Plus,139.9,2025-08-01,0,139.9
