member_id,join_date,unit,plan,acquisition_channel,age_group,monthly_fee,cancel_date,status,tenure_months,member_key
M101512,2026-04-07,Downtown,Basic,Corporate,25-34,99.9,,Active,4,1513
M101513,2025-03-06,North,Basic,Instagram,25-34,99.9,2025-05-06,Cancelled,2,1514
M101514,2024-10-17,University,Basic,Referral,25-34,99.9,,Active,21,1515
M101515,2025-08-18,North,Basic,Organic,18-24,99.9,,Active,11,1516
M101516,2025-05-20,North,Premium,Organic,25-34,189.9,,Active,14,1517
M101517,2024-01-04,East,Plus,Instagram,18-24,139.9,,Active,31,1518
M101518,2025-09-20,West,Premium,Corporate,25-34,189.9,,Active,10,1519
M101519,2025-03-27,West,Premium,Organic,25-34,189.9,,Active,16,1520
M101520,2024-11-30,South,Plus,Google Ads,45-54,139.9,2026-04-30,Cancelled,17,1521
M101521,2026-05-18,East,Plus,Instagram,18-24,139.9,,Active,2,1522
M101522,2025-02-14,Downtown,Premium,Google Ads,45-54,189.9,,Active,17,1523
M101523,2025-04-05,Downtown,Premium,Organic,18-24,189.9,2026-01-05,Cancelled,9,1524
M101524,2026-04-14,Downtown,Plus,Corporate,35-44,139.9,,Active,4,1525
M101525,2024-03-30,North,Plus,Corporate,35-44,139.9,,Active,28,1526
M101526,2024-09-17,Downtown,Plus,Google Ads,25-34,139.9,,Active,22,1527
M101527,2024-08-16,North,Plus,Google Ads,18-24,139.9,,Active,23,1528
M101528,2026-02-14,South,Plus,Organic,55+,139.9,,Active,5,1529
M101529,2026-06-15,University,Plus,Walk-in,25-34,139.9,,Active,2,1530
M101530,2025-03-27,West,Premium,Corporate,25-34,189.9,2026-05-27,Cancelled,14,1531
M101531,2024-12-12,North,Basic,Corporate,35-44,99.9,,Active,20,1532
M101532,2025-08-16,West,Basic,Google Ads,18-24,99.9,2026-06-16,Cancelled,10,1533
M101533,2024-07-11,North,Premium,Corporate,25-34,189.9,,Active,25,1534
M101534,2025-08-17,North,Plus,Referral,25-34,139.9,,Active,11,1535
M101535,2026-05-23,North,Basic,Google Ads,25-34,99.9,,Active,2,1536
M101536,2024-08-26,North,Plus,Google Ads,25-34,139.9,2026-05-26,Cancelled,21,1537
M101537,2025-12-03,South,Basic,Instagram,25-34,99.9,2026-07-03,Cancelled,7,1538
M101538,2024-02-01,West,Plus,Organic,25-34,139.9,,Active,30,1539
M101539,2024-01-15,South,Plus,Referral,25-34,139.9,,Active,30,1540
M101540,2024-11-28,Downtown,Basic,Walk-in,45-54,99.9,2026-02-28,Cancelled,15,1541
M101541,2025-05-22,East,Plus,Walk-in,25-34,139.9,,Active,14,1542
M101542,2025-01-02,East,Plus,Corporate,18-24,139.9,,Active,19,1543
M101543,2024-10-13,University,Plus,Referral,25-34,139.9,,Active,22,1544
M101544,2025-03-11,North,Basic,Instagram,25-34,99.9,,Active,17,1545
M101545,2026-02-01,University,Plus,Organic,35-44,139.9,,Active,6,1546
M101546,2026-02-14,North,Plus,Referral,25-34,139.9,,Active,5,1547
M101547,2024-10-03,Downtown,Plus,Instagram,18-24,139.9,,Active,22,1548
M101548,2026-03-04,Downtown,Basic,Organic,55+,99.9,,Active,5,1549
M101549,2024-07-17,University,Basic,Instagram,45-54,99.9,,Active,24,1550
M101550,2026-05-31,West,Basic,Corporate,35-44,99.9,,Active,2,1551
M101551,2025-03-16,North,Plus,Corporate,35-44,139.9,,Active,16,1552
M101552,2025-09-19,East,Basic,Organic,45-54,99.9,,Active,10,1553
M101553,2026-06-10,West,Basic,Google Ads,45-54,99.9,,Active,2,1554
M101554,2025-03-02,East,Plus,Instagram,45-54,139.9,2025-06-02,Cancelled,3,1555
M101555,2025-12-27,University,Plus,Referral,25-34,139.9,,Active,7,1556
M101556,2024-07-20,University,Basic,Organic,25-34,99.9,2024-11-20,Cancelled,4,1557
M101557,2024-12-31,West,Plus,Instagram,55+,139.9,2025-06-30,Cancelled,6,1558
M101558,2025-05-07,North,Premium,Walk-in,25-34,189.9,,Active,15,1559
M101559,2024-05-07,South,Plus,Walk-in,45-54,139.9,,Active,27,1560
M101560,2025-12-21,University,Basic,Walk-in,18-24,99.9,,Active,7,1561
M101561,2024-05-10,Downtown,Basic,Organic,45-54,99.9,,Active,27,1562
M101562,2026-04-14,East,Premium,Walk-in,55+,189.9,,Active,4,1563
M101563,2024-09-20,South,Plus,Instagram,18-24,139.9,,Active,22,1564
M101564,2025-02-04,North,Basic,Organic,25-34,99.9,2025-05-04,Cancelled,3,1565
M101565,2024-12-14,West,Plus,Organic,18-24,139.9,,Active,20,1566
M101566,2024-02-12,South,Plus,Walk-in,45-54,139.9,,Active,30,1567
M101567,2025-12-10,North,Plus,Corporate,25-34,139.9,2026-07-10,Cancelled,7,1568
M101568,2025-12-19,West,Plus,Organic,35-44,139.9,2026-05-19,Cancelled,5,1569
M101569,2025-05-15,University,Plus,Corporate,25-34,139.9,,Active,15,1570
M101570,2026-02-09,North,Plus,Organic,25-34,139.9,,Active,6,1571
M101571,2026-02-18,West,Premium,Referral,45-54,189.9,,Active,5,1572
M101572,2024-02-05,East,Basic,Google Ads,35-44,99.9,,Active,30,1573
M101573,2026-04-22,East,Plus,Organic,25-34,139.9,,Active,3,1574
M101574,2025-08-13,Downtown,Plus,Referral,35-44,139.9,,Active,12,1575
M101575,2024-08-02,Downtown,Plus,Corporate,25-34,139.9,2026-06-02,Cancelled,22,1576
M101576,2024-01-13,South,Basic,Instagram,25-34,99.9,2026-07-13,Cancelled,30,1577
M101577,2024-07-04,North,Plus,Referral,55+,139.9,,Active,25,1578
M101578,2025-04-21,North,Basic,Referral,25-34,99.9,,Active,15,1579
M101579,2026-04-01,University,Basic,Instagram,35-44,99.9,,Active,4,1580
M101580,2024-03-22,West,Premium,Corporate,45-54,189.9,,Active,28,1581
M101581,2024-03-28,University,Premium,Organic,25-34,189.9,,Active,28,1582
M101582,2024-06-29,West,Plus,Walk-in,35-44,139.9,,Active,25,1583
M101583,2025-04-24,North,Basic,Instagram,25-34,99.9,,Active,15,1584
M101584,2026-05-25,South,Plus,Google Ads,25-34,139.9,,Active,2,1585
M101585,2024-06-25,South,Premium,Instagram,25-34,189.9,,Active,25,1586
M101586,2025-10-28,North,Basic,Corporate,35-44,99.9,2026-07-28,Cancelled,9,1587
M101587,2025-02-22,University,Plus,Walk-in,25-34,139.9,,Active,17,1588
M101588,2026-01-12,Downtown,Premium,Instagram,25-34,189.9,,Active,7,1589
M101589,2025-09-03,Downtown,Basic,Organic,35-44,99.9,,Active,11,1590
M101590,2024-04-04,University,Premium,Corporate,25-34,189.9,,Active,28,1591
M101591,2024-08-03,West,Premium,Instagram,45-54,189.9,,Active,24,1592
M101592,2026-01-17,Downtown,Premium,Referral,55+,189.9,,Active,6,1593
M101593,2026-06-22,Downtown,Basic,Google Ads,25-34,99.9,,Active,1,1594
M101594,2024-02-24,East,Basic,Referral,25-34,99.9,2025-11-24,Cancelled,21,1595
M101595,2025-08-01,West,Plus,Organic,45-54,139.9,,Active,12,1596
M101596,2024-11-11,East,Basic,Walk-in,25-34,99.9,,Active,21,1597
M101597,2024-01-30,South,Plus,Referral,55+,139.9,,Active,30,1598
M101598,2026-06-29,South,Premium,Organic,35-44,189.9,,Active,1,1599
M101599,2025-02-27,University,Plus,Instagram,25-34,139.9,,Active,17,1600
M101600,2025-10-14,South,Basic,Referral,18-24,99.9,,Active,10,1601
M101601,2025-11-03,South,Plus,Organic,35-44,139.9,,Active,9,1602
M101602,2025-05-20,West,Premium,Organic,18-24,189.9,,Active,14,1603
M101603,2024-09-15,West,Plus,Google Ads,18-24,139.9,,Active,22,1604
M101604,2024-12-02,North,Plus,Instagram,35-44,139.9,,Active,20,1605
M101605,2025-08-22,North,Basic,Google Ads,25-34,99.9,,Active,11,1606
M101606,2026-02-26,University,Basic,Instagram,35-44,99.9,,Active,5,1607
M101607,2026-05-02,Downtown,Plus,Organic,35-44,139.9,,Active,3,1608
M101608,2024-07-14,Downtown,Plus,Instagram,35-44,139.9,2025-07-14,Cancelled,12,1609
M101609,2025-09-10,South,Plus,Referral,45-54,139.9,,Active,11,1610
M101610,2025-09-09,Downtown,Plus,Instagram,45-54,139.9,,Active,11,1611
M101611,2025-10-17,South,Basic,Instagram,55+,99.9,,Active,9,1612
M101612,2025-05-03,West,Plus,Walk-in,25-34,139.9,,Active,15,1613
M101613,2025-10-25,South,Basic,Walk-in,25-34,99.9,,Active,9,1614
M101614,2025-07-19,University,Basic,Organic,25-34,99.9,,Active,12,1615
M101615,2024-01-30,East,Basic,Walk-in,25-34,99.9,2025-10-30,Cancelled,21,1616
M101616,2024-03-22,East,Plus,Instagram,35-44,139.9,,Active,28,1617
M101617,2025-02-15,North,Premium,Referral,25-34,189.9,2026-04-15,Cancelled,14,1618
M101618,2024-09-28,North,Basic,Referral,25-34,99.9,,Active,22,1619
M101619,2025-07-19,West,Basic,Instagram,18-24,99.9,,Active,12,1620
M101620,2026-01-04,University,Plus,Instagram,45-54,139.9,2026-06-04,Cancelled,5,1621
M101621,2025-08-06,South,Basic,Organic,18-24,99.9,,Active,12,1622
M101622,2024-11-09,South,Basic,Referral,45-54,99.9,,Active,21,1623
M101623,2026-02-18,West,Basic,Google Ads,25-34,99.9,,Active,5,1624
M101624,2026-04-22,Downtown,Basic,Corporate,25-34,99.9,,Active,3,1625
M101625,2025-01-28,South,Basic,Walk-in,35-44,99.9,,Active,18,1626
M101626,2025-07-19,South,Basic,Referral,35-44,99.9,,Active,12,1627
M101627,2025-12-20,Downtown,Basic,Referral,35-44,99.9,2026-05-20,Cancelled,5,1628
M101628,2025-03-02,North,Plus,Corporate,18-24,139.9,2025-12-02,Cancelled,9,1629
M101629,2026-06-02,Downtown,Basic,Organic,18-24,99.9,,Active,2,1630
M101630,2024-12-09,East,Premium,Referral,45-54,189.9,,Active,20,1631
M101631,2024-07-04,University,Plus,Corporate,55+,139.9,,Active,25,1632
M101632,2024-11-14,Downtown,Premium,Google Ads,25-34,189.9,,Active,20,1633
M101633,2024-05-04,East,Premium,Organic,35-44,189.9,,Active,27,1634
M101634,2024-04-25,University,Premium,Google Ads,35-44,189.9,,Active,27,1635
M101635,2025-09-10,Downtown,Plus,Instagram,45-54,139.9,,Active,11,1636
M101636,2026-05-21,University,Basic,Referral,25-34,99.9,,Active,2,1637
M101637,2024-08-05,Downtown,Basic,Referral,55+,99.9,,Active,24,1638
M101638,2026-01-24,Downtown,Basic,Instagram,45-54,99.9,2026-03-24,Cancelled,2,1639
M101639,2024-02-14,Downtown,Plus,Referral,35-44,139.9,,Active,30,1640
M101640,2025-11-14,Downtown,Premium,Organic,25-34,189.9,,Active,9,1641
M101641,2024-08-19,East,Basic,Walk-in,35-44,99.9,2025-12-19,Cancelled,16,1642
M101642,2025-10-19,East,Plus,Referral,55+,139.9,,Active,9,1643
M101643,2024-11-23,East,Plus,Walk-in,45-54,139.9,,Active,20,1644
M101644,2026-04-19,University,Premium,Instagram,45-54,189.9,,Active,3,1645
M101645,2024-05-25,West,Basic,Referral,18-24,99.9,,Active,26,1646
M101646,2024-02-17,West,Plus,Google Ads,35-44,139.9,,Active,29,1647
M101647,2025-12-01,West,Plus,Walk-in,25-34,139.9,2026-04-01,Cancelled,4,1648
M101648,2024-06-22,Downtown,Basic,Walk-in,25-34,99.9,,Active,25,1649
M101649,2025-09-18,East,Plus,Organic,35-44,139.9,,Active,10,1650
M101650,2024-05-21,Downtown,Premium,Instagram,25-34,189.9,,Active,26,1651
M101651,2026-01-10,East,Plus,Walk-in,35-44,139.9,,Active,7,1652
M101652,2025-05-02,Downtown,Premium,Organic,45-54,189.9,,Active,15,1653
M101653,2026-06-01,South,Basic,Organic,35-44,99.9,,Active,2,1654
M101654,2025-01-26,East,Plus,Google Ads,35-44,139.9,,Active,18,1655
M101655,2026-06-25,Downtown,Premium,Corporate,18-24,189.9,,Active,1,1656
M101656,2026-06-06,North,Premium,Walk-in,55+,189.9,,Active,2,1657
M101657,2026-06-06,University,Premium,Corporate,18-24,189.9,,Active,2,1658
M101658,2024-06-05,North,Basic,Referral,25-34,99.9,2024-09-05,Cancelled,3,1659
M101659,2025-02-06,West,Plus,Organic,18-24,139.9,,Active,18,1660
M101660,2024-07-08,South,Basic,Organic,25-34,99.9,2025-06-08,Cancelled,11,1661
M101661,2024-03-29,University,Plus,Instagram,18-24,139.9,,Active,28,1662
M101662,2025-04-24,South,Basic,Google Ads,35-44,99.9,2026-01-24,Cancelled,9,1663
M101663,2024-11-23,North,Premium,Instagram,35-44,189.9,,Active,20,1664
M101664,2024-07-14,West,Basic,Corporate,45-54,99.9,,Active,25,1665
M101665,2026-03-06,East,Plus,Organic,18-24,139.9,,Active,5,1666
M101666,2024-08-09,West,Premium,Google Ads,35-44,189.9,,Active,24,1667
M101667,2025-08-27,Downtown,Plus,Organic,45-54,139.9,,Active,11,1668
M101668,2026-01-24,South,Basic,Corporate,25-34,99.9,,Active,6,1669
M101669,2024-02-13,Downtown,Premium,Google Ads,25-34,189.9,2025-08-13,Cancelled,18,1670
M101670,2025-06-12,University,Plus,Referral,45-54,139.9,2026-05-12,Cancelled,11,1671
M101671,2024-01-02,South,Basic,Google Ads,25-34,99.9,,Active,31,1672
M101672,2026-03-21,University,Plus,Referral,18-24,139.9,,Active,4,1673
M101673,2024-09-24,University,Basic,Walk-in,35-44,99.9,,Active,22,1674
M101674,2024-05-10,West,Premium,Instagram,55+,189.9,,Active,27,1675
M101675,2024-09-18,West,Premium,Walk-in,35-44,189.9,,Active,22,1676
M101676,2025-01-03,North,Plus,Organic,25-34,139.9,,Active,19,1677
M101677,2025-12-09,East,Basic,Referral,25-34,99.9,2026-05-09,Cancelled,5,1678
M101678,2026-02-28,West,Plus,Walk-in,55+,139.9,,Active,5,1679
M101679,2025-10-25,North,Premium,Google Ads,25-34,189.9,,Active,9,1680
M101680,2024-01-21,West,Basic,Instagram,35-44,99.9,,Active,30,1681
M101681,2024-05-06,East,Basic,Organic,35-44,99.9,,Active,27,1682
M101682,2026-02-06,North,Plus,Instagram,35-44,139.9,2026-06-06,Cancelled,4,1683
M101683,2026-03-30,West,Plus,Instagram,55+,139.9,,Active,4,1684
M101684,2025-02-07,North,Plus,Instagram,25-34,139.9,,Active,18,1685
M101685,2025-01-26,University,Basic,Organic,55+,99.9,,Active,18,1686
M101686,2024-01-08,South,Basic,Walk-in,45-54,99.9,2026-01-08,Cancelled,24,1687
M101687,2026-04-30,University,Plus,Referral,18-24,139.9,,Active,3,1688
M101688,2025-03-14,East,Plus,Instagram,25-34,139.9,,Active,17,1689
M101689,2025-09-30,University,Plus,Referral,45-54,139.9,,Active,10,1690
M101690,2025-01-26,Downtown,Basic,Google Ads,25-34,99.9,2025-12-26,Cancelled,11,1691
M101691,2025-10-24,East,Basic,Google Ads,18-24,99.9,,Active,9,1692
M101692,2025-09-11,North,Basic,Walk-in,45-54,99.9,,Active,11,1693
M101693,2026-05-24,North,Basic,Instagram,25-34,99.9,,Active,2,1694
M101694,2024-09-26,South,Premium,Walk-in,25-34,189.9,,Active,22,1695
M101695,2024-02-03,East,Basic,Google Ads,45-54,99.9,,Active,30,1696
M101696,2024-11-26,South,Basic,Instagram,25-34,99.9,,Active,20,1697
M101697,2024-05-28,South,Basic,Walk-in,25-34,99.9,,Active,26,1698
M101698,2025-01-27,Downtown,Premium,Corporate,25-34,189.9,,Active,18,1699
M101699,2024-06-17,South,Plus,Walk-in,35-44,139.9,,Active,25,1700
M101700,2026-04-05,East,Basic,Instagram,55+,99.9,,Active,4,1701
M101701,2024-10-29,East,Plus,Referral,25-34,139.9,,Active,21,1702
M101702,2026-03-25,Downtown,Plus,Instagram,25-34,139.9,,Active,4,1703
M101703,2026-01-23,University,Plus,Referral,45-54,139.9,,Active,6,1704
M101704,2025-06-25,North,Plus,Referral,35-44,139.9,,Active,13,1705
M101705,2026-05-24,Downtown,Basic,Google Ads,25-34,99.9,,Active,2,1706
M101706,2026-05-22,Downtown,Plus,Referral,45-54,139.9,,Active,2,1707
M101707,2024-05-01,Downtown,Plus,Corporate,25-34,139.9,,Active,27,1708
M101708,2026-03-26,South,Plus,Google Ads,25-34,139.9,,Active,4,1709
M101709,2026-06-09,West,Basic,Organic,55+,99.9,,Active,2,1710
M101710,2025-10-10,West,Basic,Organic,25-34,99.9,2026-07-10,Cancelled,9,1711
M101711,2025-07-24,University,Plus,Organic,18-24,139.9,,Active,12,1712
M101712,2026-04-30,Downtown,Plus,Google Ads,25-34,139.9,2026-07-30,Cancelled,3,1713
M101713,2026-02-18,North,Basic,Organic,55+,99.9,2026-04-18,Cancelled,2,1714
M101714,2024-04-02,South,Premium,Organic,25-34,189.9,,Active,28,1715
M101715,2025-02-16,East,Premium,Corporate,25-34,189.9,2026-06-16,Cancelled,16,1716
M101716,2025-03-05,University,Premium,Instagram,18-24,189.9,,Active,17,1717
M101717,2025-03-02,East,Basic,Organic,35-44,99.9,,Active,17,1718
M101718,2024-12-27,North,Plus,Instagram,25-34,139.9,2025-03-27,Cancelled,3,1719
M101719,2024-10-15,University,Basic,Google Ads,45-54,99.9,2026-01-15,Cancelled,15,1720
M101720,2025-10-20,North,Basic,Instagram,18-24,99.9,,Active,9,1721
M101721,2024-06-14,East,Basic,Google Ads,35-44,99.9,,Active,26,1722
M101722,2024-06-16,West,Basic,Referral,18-24,99.9,,Active,25,1723
M101723,2024-11-18,North,Premium,Organic,25-34,189.9,,Active,20,1724
M101724,2024-09-05,Downtown,Basic,Instagram,45-54,99.9,,Active,23,1725
M101725,2024-07-27,East,Plus,Google Ads,18-24,139.9,,Active,24,1726
M101726,2024-06-03,University,Plus,Walk-in,45-54,139.9,2025-09-03,Cancelled,15,1727
M101727,2025-02-13,University,Premium,Google Ads,18-24,189.9,,Active,18,1728
M101728,2025-12-28,Downtown,Plus,Google Ads,55+,139.9,,Active,7,1729
M101729,2025-04-02,South,Plus,Walk-in,18-24,139.9,,Active,16,1730
M101730,2024-11-09,West,Basic,Corporate,25-34,99.9,2025-03-09,Cancelled,4,1731
M101731,2026-03-09,South,Plus,Organic,25-34,139.9,,Active,5,1732
M101732,2025-02-23,University,Plus,Referral,25-34,139.9,2026-02-23,Cancelled,12,1733
M101733,2024-02-03,Downtown,Plus,Referral,45-54,139.9,,Active,30,1734
M101734,2024-08-19,West,Plus,Corporate,55+,139.9,,Active,23,1735
M101735,2025-05-10,West,Plus,Instagram,25-34,139.9,,Active,15,1736
M101736,2025-05-16,Downtown,Plus,Instagram,18-24,139.9,,Active,14,1737
M101737,2025-03-20,University,Basic,Organic,25-34,99.9,,Active,16,1738
M101738,2026-05-04,University,Plus,Referral,45-54,139.9,,Active,3,1739
M101739,2024-12-01,West,Plus,Walk-in,55+,139.9,,Active,20,1740
M101740,2024-11-13,East,Plus,Google Ads,25-34,139.9,2025-03-13,Cancelled,4,1741
M101741,2026-01-31,Downtown,Basic,Walk-in,25-34,99.9,,Active,6,1742
M101742,2024-11-15,East,Plus,Google Ads,45-54,139.9,,Active,20,1743
M101743,2024-06-19,North,Plus,Google Ads,35-44,139.9,2026-06-19,Cancelled,24,1744
M101744,2026-04-13,South,Plus,Referral,45-54,139.9,2026-06-13,Cancelled,2,1745
M101745,2024-03-03,West,Plus,Walk-in,25-34,139.9,,Active,29,1746
M101746,2025-12-26,University,Basic,Google Ads,35-44,99.9,2026-06-26,Cancelled,6,1747
M101747,2024-03-22,South,Premium,Organic,25-34,189.9,,Active,28,1748
M101748,2026-02-11,West,Basic,Organic,18-24,99.9,,Active,6,1749
M101749,2024-06-01,East,Plus,Instagram,18-24,139.9,2025-08-01,Cancelled,14,1750
M101750,2025-10-23,West,Premium,Corporate,18-24,189.9,,Active,9,1751
M101751,2024-06-06,West,Basic,Instagram,45-54,99.9,,Active,26,1752
M101752,2024-10-14,University,Premium,Referral,18-24,189.9,2025-09-14,Cancelled,11,1753
M101753,2025-10-18,Downtown,Premium,Referral,18-24,189.9,,Active,9,1754
M101754,2024-06-12,North,Plus,Corporate,18-24,139.9,,Active,26,1755
M101755,2026-01-19,East,Premium,Google Ads,25-34,189.9,,Active,6,1756
M101756,2024-07-06,University,Plus,Corporate,45-54,139.9,,Active,25,1757
M101757,2024-10-24,North,Basic,Instagram,35-44,99.9,2026-05-24,Cancelled,19,1758
M101758,2025-05-20,North,Plus,Organic,25-34,139.9,,Active,14,1759
M101759,2026-01-15,North,Basic,Organic,18-24,99.9,,Active,6,1760
M101760,2025-05-03,South,Plus,Walk-in,35-44,139.9,,Active,15,1761
M101761,2025-08-02,West,Premium,Walk-in,35-44,189.9,,Active,12,1762
M101762,2025-07-03,North,Basic,Referral,18-24,99.9,,Active,13,1763
M101763,2026-03-16,North,Premium,Organic,45-54,189.9,,Active,5,1764
M101764,2024-11-09,University,Plus,Google Ads,25-34,139.9,,Active,21,1765
M101765,2025-08-18,Downtown,Basic,Corporate,35-44,99.9,,Active,11,1766
M101766,2026-04-07,Downtown,Premium,Organic,35-44,189.9,2026-07-07,Cancelled,3,1767
M101767,2024-10-18,University,Basic,Corporate,35-44,99.9,2026-02-18,Cancelled,16,1768
M101768,2025-01-29,Downtown,Basic,Walk-in,25-34,99.9,,Active,18,1769
M101769,2024-12-03,University,Premium,Organic,25-34,189.9,,Active,20,1770
M101770,2024-08-16,North,Plus,Google Ads,25-34,139.9,,Active,23,1771
M101771,2025-03-16,Downtown,Plus,Google Ads,45-54,139.9,2026-05-16,Cancelled,14,1772
M101772,2024-05-24,University,Plus,Organic,45-54,139.9,2024-12-24,Cancelled,7,1773
M101773,2025-03-17,South,Basic,Instagram,35-44,99.9,,Active,16,1774
M101774,2025-02-02,University,Premium,Google Ads,55+,189.9,2026-07-02,Cancelled,17,1775
M101775,2024-08-22,University,Basic,Organic,25-34,99.9,,Active,23,1776
M101776,2025-06-10,East,Plus,Referral,35-44,139.9,,Active,14,1777
M101777,2026-03-30,South,Plus,Instagram,45-54,139.9,,Active,4,1778
M101778,2026-01-06,East,Basic,Instagram,18-24,99.9,,Active,7,1779
M101779,2025-05-21,Downtown,Premium,Google Ads,25-34,189.9,,Active,14,1780
M101780,2026-03-23,University,Basic,Organic,35-44,99.9,,Active,4,1781
M101781,2024-04-07,Downtown,Plus,Organic,35-44,139.9,,Active,28,1782
M101782,2026-02-23,North,Plus,Corporate,35-44,139.9,,Active,5,1783
M101783,2024-10-05,East,Premium,Referral,25-34,189.9,,Active,22,1784
M101784,2024-05-14,East,Basic,Corporate,25-34,99.9,,Active,27,1785
M101785,2025-01-21,North,Basic,Walk-in,35-44,99.9,2025-08-21,Cancelled,7,1786
M101786,2025-03-08,Downtown,Plus,Referral,25-34,139.9,,Active,17,1787
M101787,2024-06-03,South,Premium,Instagram,18-24,189.9,,Active,26,1788
M101788,2024-01-09,University,Premium,Google Ads,18-24,189.9,,Active,31,1789
M101789,2024-09-28,University,Plus,Instagram,35-44,139.9,,Active,22,1790
M101790,2026-01-13,Downtown,Basic,Referral,25-34,99.9,,Active,7,1791
M101791,2024-02-24,East,Basic,Walk-in,18-24,99.9,,Active,29,1792
M101792,2025-08-03,Downtown,Plus,Corporate,25-34,139.9,,Active,12,1793
M101793,2024-03-07,University,Basic,Google Ads,25-34,99.9,,Active,29,1794
M101794,2024-08-22,Downtown,Plus,Instagram,35-44,139.9,,Active,23,1795
M101795,2024-05-04,South,Basic,Walk-in,45-54,99.9,,Active,27,1796
M101796,2024-11-12,South,Plus,Google Ads,45-54,139.9,2025-05-12,Cancelled,6,1797
M101797,2025-02-27,South,Premium,Instagram,25-34,189.9,,Active,17,1798
M101798,2026-04-13,West,Basic,Instagram,45-54,99.9,,Active,4,1799
M101799,2025-06-28,University,Plus,Referral,25-34,139.9,,Active,13,1800
M101800,2024-11-04,West,Premium,Organic,18-24,189.9,,Active,21,1801
M101801,2024-01-30,West,Basic,Referral,18-24,99.9,,Active,30,1802
M101802,2026-01-23,North,Premium,Organic,35-44,189.9,,Active,6,1803
M101803,2024-03-04,South,Basic,Corporate,25-34,99.9,,Active,29,1804
M101804,2025-01-01,West,Plus,Google Ads,25-34,139.9,,Active,19,1805
M101805,2026-06-20,University,Basic,Corporate,25-34,99.9,,Active,1,1806
M101806,2025-11-10,East,Plus,Google Ads,25-34,139.9,,Active,9,1807
M101807,2024-06-04,University,Basic,Referral,25-34,99.9,,Active,26,1808
M101808,2025-04-28,East,Premium,Referral,45-54,189.9,,Active,15,1809
M101809,2024-08-30,East,Plus,Organic,18-24,139.9,2026-01-30,Cancelled,17,1810
M101810,2026-06-01,North,Basic,Walk-in,35-44,99.9,,Active,2,1811
M101811,2025-07-24,South,Basic,Walk-in,25-34,99.9,,Active,12,1812
M101812,2024-11-08,University,Premium,Organic,25-34,189.9,,Active,21,1813
M101813,2024-03-15,University,Plus,Organic,18-24,139.9,,Active,29,1814
M101814,2025-06-18,West,Premium,Corporate,25-34,189.9,,Active,13,1815
M101815,2026-02-15,East,Basic,Corporate,35-44,99.9,,Active,5,1816
M101816,2026-02-25,West,Basic,Instagram,25-34,99.9,,Active,5,1817
M101817,2026-06-06,North,Premium,Referral,25-34,189.9,,Active,2,1818
M101818,2025-03-22,North,Basic,Instagram,25-34,99.9,,Active,16,1819
M101819,2024-08-11,University,Plus,Google Ads,45-54,139.9,2024-11-11,Cancelled,3,1820
M101820,2025-06-30,Downtown,Plus,Corporate,35-44,139.9,,Active,13,1821
M101821,2026-01-17,Downtown,Basic,Corporate,18-24,99.9,,Active,6,1822
M101822,2025-04-06,South,Basic,Organic,55+,99.9,,Active,16,1823
M101823,2025-01-12,West,Basic,Instagram,35-44,99.9,,Active,19,1824
M101824,2024-08-20,North,Plus,Google Ads,18-24,139.9,,Active,23,1825
M101825,2024-03-26,East,Plus,Organic,25-34,139.9,,Active,28,1826
M101826,2025-12-24,South,Premium,Referral,18-24,189.9,2026-06-24,Cancelled,6,1827
M101827,2024-08-24,East,Premium,Organic,35-44,189.9,,Active,23,1828
M101828,2026-04-12,Downtown,Basic,Organic,55+,99.9,2026-06-12,Cancelled,2,1829
M101829,2024-02-11,University,Basic,Organic,18-24,99.9,2025-08-11,Cancelled,18,1830
M101830,2024-08-08,West,Plus,Instagram,35-44,139.9,,Active,24,1831
M101831,2025-02-21,East,Premium,Walk-in,35-44,189.9,,Active,17,1832
M101832,2026-05-09,North,Premium,Instagram,25-34,189.9,,Active,3,1833
M101833,2024-05-22,West,Plus,Instagram,35-44,139.9,,Active,26,1834
M101834,2025-04-13,University,Premium,Google Ads,35-44,189.9,,Active,16,1835
M101835,2024-06-12,University,Plus,Organic,25-34,139.9,,Active,26,1836
M101836,2024-12-17,South,Basic,Corporate,55+,99.9,,Active,19,1837
M101837,2026-04-10,East,Plus,Organic,45-54,139.9,,Active,4,1838
M101838,2025-08-11,South,Basic,Google Ads,55+,99.9,,Active,12,1839
M101839,2024-09-25,South,Basic,Organic,25-34,99.9,,Active,22,1840
M101840,2024-06-15,South,Basic,Google Ads,25-34,99.9,,Active,25,1841
M101841,2024-04-28,West,Basic,Instagram,35-44,99.9,2025-01-28,Cancelled,9,1842
M101842,2026-05-20,University,Basic,Instagram,55+,99.9,,Active,2,1843
M101843,2026-01-06,Downtown,Basic,Corporate,25-34,99.9,2026-05-06,Cancelled,4,1844
M101844,2026-06-24,East,Basic,Walk-in,25-34,99.9,,Active,1,1845
M101845,2025-11-13,Downtown,Premium,Referral,45-54,189.9,,Active,9,1846
M101846,2026-01-19,South,Basic,Instagram,45-54,99.9,2026-03-19,Cancelled,2,1847
M101847,2026-01-16,West,Basic,Google Ads,35-44,99.9,,Active,6,1848
M101848,2024-10-28,Downtown,Plus,Google Ads,35-44,139.9,,Active,21,1849
M101849,2024-05-09,South,Premium,Organic,35-44,189.9,,Active,27,1850
